,date,fiscal_period,permno,gics_6d,ret_ex_3d,date_diff,doy_diff
135513,2021-11-03,2021-09-30,90850,202020,-0.0038358434,0,-2
135590,2021-03-08,2020-12-31,90853,203030,-0.078424096,19,17
135591,2021-08-09,2021-06-30,90853,203030,0.006839481,-2,-3
135592,2021-11-08,2021-09-30,90853,203030,0.08395617,-1,-2
135644,2021-02-23,2020-12-31,90856,351010,-0.037299328,5,5
135645,2021-04-27,2021-03-31,90856,351010,0.0020461415,-2,-3
135646,2021-08-04,2021-06-30,90856,351010,-0.041663054,8,6
135647,2021-11-03,2021-09-30,90856,351010,0.08173626,-1,-3
135702,2021-02-17,2020-12-31,90857,502030,-0.02360755,-8,-10
135703,2021-05-18,2021-03-31,90857,502030,0.024710454,1,-1
135704,2021-08-12,2021-06-30,90857,502030,-0.06841235,0,-2
135705,2021-11-17,2021-09-30,90857,502030,-0.08368459,1,0
135819,2021-02-15,2020-12-31,90866,501010,,4,2
135820,2021-05-05,2021-03-31,90866,501010,0.040773373,0,-2
135821,2021-07-29,2021-06-30,90866,501010,0.021875532,-4,-6
135822,2021-11-03,2021-09-30,90866,501010,-0.05046174,0,-2
135897,2021-02-11,2020-12-31,90868,201060,-0.040466085,0,-2
135898,2021-04-26,2021-03-31,90868,201060,0.017909922,11,9
135899,2021-07-21,2021-06-30,90868,201060,0.033387233,6,4
135900,2021-10-22,2021-09-30,90868,201060,0.004640897,8,6
135955,2021-01-29,2020-12-31,90870,201060,0.036435265,-6,-6
135956,2021-05-21,2021-03-31,90870,201060,-0.022910729,1,0
135957,2021-08-05,2021-06-30,90870,201060,-0.0032610674,0,-2
135958,2021-11-12,2021-09-30,90870,201060,-0.039848305,14,12
136002,2021-03-05,2020-12-31,90871,253010,0.008900631,14,12
136003,2021-05-07,2021-03-31,90871,253010,-0.015330962,0,-2
136004,2021-08-06,2021-06-30,90871,253010,-0.03960917,7,5
136005,2021-10-29,2021-09-30,90871,253010,-0.030928107,0,-2
136076,2021-09-13,2021-06-30,90875,451020,0.0023684308,18,2
136142,2021-01-27,2020-12-31,90880,402030,0.00066823687,0,-2
136143,2021-04-26,2021-03-31,90880,402030,0.02578971,-9,-11
136144,2021-07-26,2021-06-30,90880,402030,-0.006120068,-2,-4
136145,2021-10-26,2021-09-30,90880,402030,0.007636465,-1,-3
136181,2021-03-09,2020-12-31,90885,253010,-0.06978303,8,6
136182,2021-08-04,2021-06-30,90885,253010,-0.075411774,1,-1
136183,2021-11-03,2021-09-30,90885,253010,-0.062805675,2,0
136229,2021-03-05,2020-12-31,90886,101020,-0.0030206032,1,-2
136230,2021-05-07,2021-03-31,90886,101020,-0.12014658,1,-2
136231,2021-08-06,2021-06-30,90886,101020,-0.1662861,1,-1
136232,2021-11-05,2021-09-30,90886,101020,-0.027085342,1,-1
136389,2021-03-03,2020-12-31,90902,452010,-0.011535539,-1,-2
136390,2021-05-25,2021-03-31,90902,452010,0.013150044,13,11
136391,2021-08-23,2021-06-30,90902,452010,-0.00011527894,-1,-3
136392,2021-11-16,2021-09-30,90902,452010,0.015620477,-1,-3
136406,2021-08-12,2021-06-30,90907,352010,-0.0042272867,1,0
136407,2021-11-15,2021-09-30,90907,352010,0.011979084,0,-2
136487,2021-01-27,2020-12-31,90913,202010,0.16069034,0,-2
136488,2021-04-28,2021-03-31,90913,202010,-0.00998666,0,-8
136489,2021-07-28,2021-06-30,90913,202010,-0.126739,0,-2
136490,2021-10-27,2021-09-30,90913,202010,0.022084134,0,-2
136614,2021-02-24,2020-12-31,90925,403010,-0.045599315,13,11
136615,2021-05-06,2021-03-31,90925,403010,-0.020942958,15,13
136616,2021-08-03,2021-06-30,90925,403010,0.010377632,0,-2
136617,2021-11-02,2021-09-30,90925,403010,-0.016910085,-2,-3
136683,2021-02-08,2020-12-31,90943,101020,0.038183,5,2
136684,2021-05-04,2021-03-31,90943,101020,-0.01841775,0,-2
136685,2021-08-09,2021-06-30,90943,101020,-0.014703756,-1,-2
136686,2021-11-02,2021-09-30,90943,101020,-0.040617615,-7,-8
136825,2021-01-27,2020-12-31,90952,401010,-0.006630015,0,-2
136826,2021-04-28,2021-03-31,90952,401010,-0.039691806,0,-2
136827,2021-07-28,2021-06-30,90952,401010,0.06076147,0,-2
136828,2021-10-27,2021-09-30,90952,401010,-0.014706558,0,-2
136945,2021-01-28,2020-12-31,90961,401020,-0.018101037,0,-2
136946,2021-04-28,2021-03-31,90961,401020,-0.028321657,0,-1
136947,2021-07-27,2021-06-30,90961,401020,-0.0037458704,0,-2
136948,2021-10-19,2021-09-30,90961,401020,-0.027676666,-7,-8
137006,2021-02-24,2020-12-31,90963,403010,0.016297746,7,5
137007,2021-04-29,2021-03-31,90963,403010,0.0011052481,1,-1
137008,2021-07-28,2021-06-30,90963,403010,0.003905387,0,-3
137009,2021-10-27,2021-09-30,90963,403010,0.026884723,0,-2
137028,2021-09-02,2021-06-30,90965,203030,0.032783754,14,12
137029,2021-12-16,2021-09-30,90965,203030,-0.027000496,24,22
137115,2021-02-10,2020-12-31,90971,252010,0.03311655,8,5
137116,2021-05-03,2021-03-31,90971,252010,-0.09516186,6,4
137117,2021-07-28,2021-06-30,90971,252010,-0.028702464,1,6
137118,2021-10-27,2021-09-30,90971,252010,0.0597632,0,6
137137,2021-04-30,2021-03-31,90973,453010,-0.012742374,-7,-9
137138,2021-07-30,2021-06-30,90973,453010,0.12776837,0,-2
137139,2021-10-29,2021-09-30,90973,453010,-0.019039772,0,-2
137199,2021-02-17,2020-12-31,90978,453010,-0.19226325,7,5
137200,2021-05-05,2021-03-31,90978,453010,-0.0140100345,0,-3
137201,2021-08-03,2021-06-30,90978,453010,-0.04478255,-1,-3
137202,2021-11-03,2021-09-30,90978,453010,-0.099386185,7,5
137258,2021-02-10,2020-12-31,90979,252030,0.10498962,1,-1
137259,2021-05-04,2021-03-31,90979,252030,0.013362409,-6,-8
137260,2021-08-03,2021-06-30,90979,252030,0.17901695,5,2
137261,2021-11-02,2021-09-30,90979,252030,0.16941822,5,2
137340,2021-01-25,2020-12-31,90983,401010,-0.05981265,4,-2
137341,2021-04-19,2021-03-31,90983,401010,0.018905725,0,-2
137342,2021-07-19,2021-06-30,90983,401010,0.015252646,0,-2
137343,2021-10-25,2021-09-30,90983,401010,-0.0063979337,7,5
137488,2021-08-05,2021-06-30,90988,351020,-0.06444646,-4,-6
137489,2021-11-04,2021-09-30,90988,351020,0.122678965,0,-1
137583,2021-02-04,2020-12-31,90993,402030,-0.037084166,0,-2
137584,2021-04-29,2021-03-31,90993,402030,-0.028518071,0,-2
137585,2021-07-29,2021-06-30,90993,402030,-0.006326822,0,-2
137586,2021-10-28,2021-09-30,90993,402030,0.029384758,0,-2
137632,2021-04-22,2021-03-31,90999,101010,-0.10599688,-7,-9
137633,2021-07-22,2021-06-30,90999,101010,-0.0007077319,0,-2
137634,2021-10-21,2021-09-30,90999,101010,-0.09880505,0,-2
137704,2021-03-01,2020-12-31,91018,255010,0.09490247,0,-2
137705,2021-05-06,2021-03-31,91018,255010,-0.03217542,0,-2
137706,2021-08-09,2021-06-30,91018,255010,0.0023775122,4,2
137798,2021-03-11,2020-12-31,91024,502010,0.012787859,0,-3
137799,2021-05-17,2021-03-31,91024,502010,0.0061772405,11,8
137800,2021-08-13,2021-06-30,91024,502010,0.0861401,8,5
137801,2021-11-12,2021-09-30,91024,502010,-0.069304936,8,6
137960,2021-02-25,2020-12-31,91041,502020,-0.008801715,0,-2
137961,2021-05-06,2021-03-31,91041,502020,-0.02673841,0,-2
137962,2021-08-03,2021-06-30,91041,502020,0.016999414,-1,-3
137963,2021-11-04,2021-09-30,91041,502020,0.13084394,0,-2
138024,2021-02-10,2020-12-31,91044,101020,-0.008777395,-1,-1
138025,2021-05-05,2021-03-31,91044,101020,0.04920618,0,-2
138026,2021-08-04,2021-06-30,91044,101020,-0.01435508,0,-2
138027,2021-11-02,2021-09-30,91044,101020,-0.06771513,-1,-3
138167,2021-02-10,2020-12-31,91065,203020,-0.051873304,0,-2
138168,2021-05-05,2021-03-31,91065,203020,-0.036634028,0,-2
138169,2021-08-04,2021-06-30,91065,203020,0.08597786,0,-2
138170,2021-11-17,2021-09-30,91065,203020,0.034749202,0,-2
138238,2021-02-02,2020-12-31,91068,253010,-0.029315116,0,-2
138239,2021-04-21,2021-03-31,91068,253010,-0.052393153,1,-1
138240,2021-07-20,2021-06-30,91068,253010,0.10776066,-1,-3
138241,2021-10-21,2021-09-30,91068,253010,-0.02441314,1,-1
138392,2021-08-06,2021-06-30,91076,101020,-0.056166187,1,-1
138393,2021-11-05,2021-09-30,91076,101020,0.18364343,0,-2
138451,2021-02-17,2020-12-31,91080,201070,-0.06256157,-1,-3
138452,2021-04-27,2021-03-31,91080,201070,0.029756669,-10,-12
138453,2021-08-03,2021-06-30,91080,201070,-0.03153316,0,-2
138454,2021-11-02,2021-09-30,91080,201070,-0.042408597,5,4
138508,2021-02-09,2020-12-31,91082,502010,0.14177461,-1,-3
138509,2021-05-04,2021-03-31,91082,502010,-0.042194553,-1,-3
138510,2021-08-03,2021-06-30,91082,502010,-0.007901204,-1,-3
138511,2021-10-26,2021-09-30,91082,502010,0.31336617,-1,-3
138648,2021-02-23,2020-12-31,91090,252030,-0.07418234,-2,-4
138649,2021-04-27,2021-03-31,91090,252030,0.15112439,5,3
138650,2021-07-22,2021-06-30,91090,252030,0.111372486,-7,-9
138651,2021-10-21,2021-09-30,91090,252030,0.0497194,-5,-7
138702,2021-05-06,2021-03-31,91095,255020,0.37324747,0,-2
138703,2021-08-05,2021-06-30,91095,255020,0.08730454,0,-2
138704,2021-12-09,2021-09-30,91095,255020,-0.090521954,2,0
138861,2021-01-20,2020-12-31,91103,203020,0.0032909412,1,-1
138862,2021-04-19,2021-03-31,91103,203020,-0.06530088,-8,-12
138863,2021-07-20,2021-06-30,91103,203020,0.029827237,0,-2
138864,2021-10-19,2021-09-30,91103,203020,-0.06997268,6,4
138940,2021-02-17,2020-12-31,91111,101020,0.016883966,0,-2
138941,2021-05-06,2021-03-31,91111,101020,0.09092639,-4,-6
138942,2021-08-03,2021-06-30,91111,101020,-0.048659045,-1,-3
138943,2021-11-03,2021-09-30,91111,101020,-0.05810071,0,-2
138982,2021-02-24,2020-12-31,91112,203050,-0.02471459,6,4
138983,2021-04-28,2021-03-31,91112,203050,-0.027419392,-1,-2
138984,2021-07-28,2021-06-30,91112,203050,0.031193597,6,4
138985,2021-10-27,2021-09-30,91112,203050,-0.012413179,0,-2
139060,2021-02-24,2020-12-31,91114,151010,-0.06034188,-1,-3
139061,2021-05-07,2021-03-31,91114,151010,0.048198063,1,-1
139062,2021-08-06,2021-06-30,91114,151010,-0.0024669927,2,-1
139063,2021-11-04,2021-09-30,91114,151010,-0.09265019,10,8
139130,2021-08-04,2021-06-30,91119,402040,-0.012241057,0,-2
139131,2021-11-04,2021-09-30,91119,402040,-0.078815795,1,-1
139182,2021-02-23,2020-12-31,91125,151040,0.04835487,7,5
139183,2021-04-27,2021-03-31,91125,151040,0.00013866283,0,-2
139184,2021-08-03,2021-06-30,91125,151040,0.060839813,0,-2
139185,2021-11-02,2021-09-30,91125,151040,-0.1682028,0,-2
139365,2021-02-09,2020-12-31,91152,201010,-0.082783766,7,5
139366,2021-05-11,2021-03-31,91152,201010,-0.0044757277,7,5
139367,2021-08-10,2021-06-30,91152,201010,-0.027204072,7,5
139368,2021-11-16,2021-09-30,91152,201010,0.025528165,5,3
139425,2021-02-09,2020-12-31,91161,101020,0.08811829,1,-1
139426,2021-05-03,2021-03-31,91161,101020,0.053071804,0,-2
139427,2021-08-02,2021-06-30,91161,101020,0.10321138,0,-2
139428,2021-11-04,2021-09-30,91161,101020,0.035726823,1,-1
139454,2021-05-06,2021-03-31,91163,453010,-0.009810056,0,-2
139455,2021-08-05,2021-06-30,91163,453010,-0.0066950587,0,-2
139456,2021-11-04,2021-09-30,91163,453010,-0.015117626,-7,-9
139513,2021-02-01,2020-12-31,91176,401020,0.0077299196,4,2
139514,2021-04-28,2021-03-31,91176,401020,0.022512825,6,3
139515,2021-07-27,2021-06-30,91176,401020,-0.00225677,0,-1
139516,2021-10-28,2021-09-30,91176,401020,0.0129951155,2,1
139554,2021-05-06,2021-03-31,91184,352010,-0.03064131,-4,-6
139555,2021-08-05,2021-06-30,91184,352010,0.06479315,0,-2
139596,2021-02-10,2020-12-31,91186,352010,0.19514936,-13,-15
139597,2021-05-05,2021-03-31,91186,352010,0.05577976,0,-2
139598,2021-07-28,2021-06-30,91186,352010,-0.09490977,-7,-9
139599,2021-11-03,2021-09-30,91186,352010,-0.07514167,7,5
139676,2021-02-19,2020-12-31,91204,551010,0.010436777,7,5
139677,2021-04-30,2021-03-31,91204,551010,0.0045191245,7,5
139678,2021-07-30,2021-06-30,91204,551010,0.013688375,0,-2
139679,2021-10-29,2021-09-30,91204,551010,0.04803409,0,-2
139744,2021-02-23,2020-12-31,91215,101020,0.007268945,0,-2
139745,2021-05-04,2021-03-31,91215,101020,0.0024322371,0,-2
139746,2021-08-03,2021-06-30,91215,101020,-0.0139860455,0,-2
139747,2021-11-04,2021-09-30,91215,101020,-0.052752443,1,-1
139820,2021-01-28,2020-12-31,91233,451020,0.00566516,0,-1
139821,2021-04-29,2021-03-31,91233,451020,-0.018436389,0,-1
139822,2021-07-29,2021-06-30,91233,451020,-0.0059154243,0,-2
139823,2021-10-28,2021-09-30,91233,451020,-0.060689494,0,-1
139864,2021-02-03,2020-12-31,91234,201060,0.0036849433,1,-1
139865,2021-05-03,2021-03-31,91234,201060,-0.014200394,0,-2
139866,2021-08-04,2021-06-30,91234,201060,0.045545943,0,-2
139867,2021-11-08,2021-09-30,91234,201060,-0.08761508,0,-2
139887,2021-02-18,2020-12-31,91237,451030,-0.10479821,0,0
139888,2021-05-06,2021-03-31,91237,451030,0.0037602794,0,-2
139889,2021-08-05,2021-06-30,91237,451030,0.007495899,0,-2
139890,2021-11-04,2021-09-30,91237,451030,0.06179515,0,-2
139943,2021-02-18,2020-12-31,91262,203010,0.15114461,0,-2
139944,2021-05-05,2021-03-31,91262,203010,0.03265872,-1,-3
139945,2021-08-05,2021-06-30,91262,203010,0.07269988,0,-2
139946,2021-11-03,2021-09-30,91262,203010,0.056611393,-1,-3
139999,2021-08-16,2021-06-30,91269,201040,-0.013379145,3,1
140053,2021-02-24,2020-12-31,91271,402010,0.045392867,0,-2
140054,2021-04-29,2021-03-31,91271,402010,0.014795103,0,-2
140055,2021-07-29,2021-06-30,91271,402010,-0.015457391,1,-1
140056,2021-10-28,2021-09-30,91271,402010,0.012798663,1,-1
140108,2021-02-26,2020-12-31,91277,255020,-0.07032041,1,1
140109,2021-05-07,2021-03-31,91277,255020,0.21118908,2,0
140110,2021-08-06,2021-06-30,91277,255020,-0.078241,-3,-5
140111,2021-11-04,2021-09-30,91277,255020,-0.13762839,0,-1
140132,2021-02-26,2020-12-31,91278,255020,-0.060012504,1,1
140133,2021-05-07,2021-03-31,91278,255020,0.20054655,2,0
140134,2021-08-06,2021-06-30,91278,255020,-0.07355,-3,-5
140135,2021-11-04,2021-09-30,91278,255020,-0.14935032,0,-1
140167,2021-02-24,2020-12-31,91279,352020,-0.015416956,1,-1
140168,2021-05-17,2021-03-31,91279,352020,0.08361845,7,5
140169,2021-08-09,2021-06-30,91279,352020,-0.0045377915,-1,-2
140170,2021-11-08,2021-09-30,91279,352020,-0.019790286,4,2
140213,2021-05-07,2021-03-31,91287,402030,-0.083747216,-6,-8
140266,2021-03-04,2020-12-31,91348,351010,-0.08820537,0,-2
140267,2021-05-06,2021-03-31,91348,351010,-0.028926302,-4,-6
140268,2021-08-03,2021-06-30,91348,351010,0.040940914,-2,-4
140269,2021-11-04,2021-09-30,91348,351010,-0.0023273807,0,-2
140416,2021-01-21,2020-12-31,91356,401010,0.06126868,7,5
140417,2021-04-15,2021-03-31,91356,401010,-0.011101603,0,-2
140418,2021-07-15,2021-06-30,91356,401010,-0.020607805,0,-2
140419,2021-10-21,2021-09-30,91356,401010,0.006934963,7,5
140482,2021-03-11,2020-12-31,91359,452030,0.0046708444,7,5
140483,2021-05-17,2021-03-31,91359,452030,-0.123521455,11,9
140484,2021-08-09,2021-06-30,91359,452030,-0.12014255,4,2
140485,2021-11-15,2021-09-30,91359,452030,-0.13900991,7,5
140514,2021-01-29,2020-12-31,91360,401010,0.024362769,8,5
140515,2021-04-29,2021-03-31,91360,401010,0.015373493,0,-2
140516,2021-08-05,2021-06-30,91360,401010,0.045274343,0,-1
140559,2021-02-24,2020-12-31,91363,201020,0.07008775,1,-1
140560,2021-05-13,2021-03-31,91363,201020,-0.027007153,1,-1
140561,2021-08-12,2021-06-30,91363,201020,-0.058594387,1,-1
140562,2021-11-11,2021-09-30,91363,201020,-0.013774271,7,5
140607,2021-02-03,2020-12-31,91365,351010,-0.08040344,0,-2
140608,2021-05-06,2021-03-31,91365,351010,-0.12145366,2,0
140609,2021-08-04,2021-06-30,91365,351010,0.023242347,1,-1
140610,2021-11-09,2021-09-30,91365,351010,-0.21861376,6,4
140831,2021-01-21,2020-12-31,91390,451020,0.021631563,7,5
140832,2021-04-22,2021-03-31,91390,451020,-0.012071699,0,-2
140833,2021-07-15,2021-06-30,91390,451020,0.0014139982,0,-2
140834,2021-10-28,2021-09-30,91390,451020,0.04130252,14,12
140928,2021-02-24,2020-12-31,91392,253010,0.023346346,0,-2
140929,2021-04-28,2021-03-31,91392,253010,-0.018816758,-7,-9
140930,2021-07-28,2021-06-30,91392,253010,-0.07360887,0,-3
140931,2021-10-27,2021-09-30,91392,253010,0.054718073,0,-2
140968,2021-08-16,2021-06-30,91395,352010,-0.03717498,4,1
141042,2021-02-18,2020-12-31,91402,201060,-0.12636098,7,5
141043,2021-04-22,2021-03-31,91402,201060,0.11192154,0,-2
141044,2021-07-22,2021-06-30,91402,201060,-0.04812184,0,-2
141045,2021-10-21,2021-09-30,91402,201060,-0.076450445,0,-2
141095,2021-02-24,2020-12-31,91403,151040,-0.0174099,7,5
141096,2021-04-28,2021-03-31,91403,151040,0.019413402,7,7
141097,2021-07-21,2021-06-30,91403,151040,-0.018004823,0,-2
141098,2021-10-20,2021-09-30,91403,151040,-0.1475969,0,-2
141144,2021-01-26,2020-12-31,91408,401010,-0.0898692,0,-2
141145,2021-04-27,2021-03-31,91408,401010,0.018783368,0,-2
141146,2021-07-27,2021-06-30,91408,401010,-0.0061418083,0,-2
141147,2021-10-27,2021-09-30,91408,401010,0.0044892505,1,-2
141212,2021-02-03,2020-12-31,91413,402030,-0.01029024,7,5
141213,2021-04-28,2021-03-31,91413,402030,-0.00033541324,7,5
141214,2021-07-28,2021-06-30,91413,402030,-0.018602258,7,5
141215,2021-10-27,2021-09-30,91413,402030,-0.04975196,7,5
141268,2021-02-09,2020-12-31,91416,252030,0.13820994,4,2
141269,2021-05-11,2021-03-31,91416,252030,-0.12714683,12,10
141270,2021-08-05,2021-06-30,91416,252030,0.055114396,7,5
141271,2021-11-04,2021-09-30,91416,252030,0.0027651777,0,-2
141424,2021-01-29,2020-12-31,91446,401010,0.028795673,7,5
141425,2021-04-30,2021-03-31,91446,401010,0.052660447,7,5
141426,2021-07-30,2021-06-30,91446,401010,-0.032930207,1,-1
141427,2021-10-29,2021-09-30,91446,401010,0.083065584,0,-2
141438,2021-03-04,2020-12-31,91453,203030,-0.1542451,0,-2
141439,2021-05-10,2021-03-31,91453,203030,0.044822942,-2,-3
141440,2021-08-05,2021-06-30,91453,203030,0.05767756,0,-2
141441,2021-11-10,2021-09-30,91453,203030,0.086438365,2,0
141526,2021-02-10,2020-12-31,91461,451020,0.0118474625,1,-1
141527,2021-05-04,2021-03-31,91461,451020,-0.043448668,0,-2
141528,2021-08-04,2021-06-30,91461,451020,-0.027925266,1,-1
141529,2021-11-02,2021-09-30,91461,451020,0.0052742474,5,3
141590,2021-01-27,2020-12-31,91463,451030,0.083363414,0,-2
141591,2021-05-04,2021-03-31,91463,451030,-0.0024410905,-7,-9
141592,2021-07-27,2021-06-30,91463,451030,-0.07559114,0,-2
141593,2021-10-26,2021-09-30,91463,451030,-0.19703838,0,-2
141682,2021-02-25,2020-12-31,91468,202020,-0.0065504396,0,-2
141683,2021-05-04,2021-03-31,91468,202020,0.025328984,0,-2
141684,2021-08-03,2021-06-30,91468,202020,-0.027487244,0,-2
141685,2021-11-02,2021-09-30,91468,202020,0.020894814,-2,-4
141713,2021-01-20,2020-12-31,91472,401010,0.018051514,0,-2
141714,2021-04-22,2021-03-31,91472,401010,-0.02318121,7,-1
141715,2021-07-21,2021-06-30,91472,401010,-0.0056816577,0,-2
141716,2021-10-20,2021-09-30,91472,401010,-0.0060856724,0,-2
141999,2021-02-18,2020-12-31,91498,403010,0.096744314,0,-2
142000,2021-04-29,2021-03-31,91498,403010,0.025012705,7,5
142001,2021-07-29,2021-06-30,91498,403010,-0.05124694,7,5
142002,2021-11-08,2021-09-30,91498,403010,-0.34014094,18,16
142071,2021-02-25,2020-12-31,91500,451020,0.061282516,0,-2
142072,2021-04-29,2021-03-31,91500,451020,-0.016828218,-7,-9
142073,2021-07-29,2021-06-30,91500,451020,0.05887739,-7,-9
142074,2021-11-02,2021-09-30,91500,451020,0.05178617,5,3
142170,2021-02-25,2020-12-31,91503,351010,0.10505456,21,19
142171,2021-04-29,2021-03-31,91503,351010,0.0013838693,0,-2
142172,2021-07-29,2021-06-30,91503,351010,-0.0058329995,7,5
142173,2021-10-28,2021-09-30,91503,351010,-0.062686816,0,-2
142339,2021-02-23,2020-12-31,91516,201020,0.098380074,1,-1
142340,2021-04-27,2021-03-31,91516,201020,0.03566575,1,-1
142341,2021-07-27,2021-06-30,91516,201020,0.008520512,0,-2
142342,2021-10-26,2021-09-30,91516,201020,0.03401624,0,-2
142414,2021-02-09,2020-12-31,91519,601010,-0.012041804,0,-2
142415,2021-05-04,2021-03-31,91519,601010,-0.0852458,-2,-4
142416,2021-08-03,2021-06-30,91519,601010,-0.045817,-2,-4
142417,2021-11-02,2021-09-30,91519,601010,0.038491808,1,-1
142482,2021-02-17,2020-12-31,91531,201020,-0.008973906,0,-2
142483,2021-04-28,2021-03-31,91531,201020,0.010089524,0,-2
142484,2021-07-28,2021-06-30,91531,201020,0.033314064,0,-2
142485,2021-10-27,2021-09-30,91531,201020,0.022642232,0,-2
142513,2021-02-16,2020-12-31,91560,203030,0.14967623,8,6
142514,2021-05-10,2021-03-31,91560,203030,-0.09649271,-7,-9
142515,2021-08-02,2021-06-30,91560,203030,0.020764455,0,-2
142516,2021-11-08,2021-09-30,91560,203030,0.013945853,0,2
142564,2021-02-18,2020-12-31,91571,352010,-0.15281825,0,-2
142565,2021-04-29,2021-03-31,91571,352010,-0.023696871,0,-2
142566,2021-07-29,2021-06-30,91571,352010,0.043400064,0,-2
142567,2021-11-04,2021-09-30,91571,352010,-0.37193328,0,-2
142607,2021-02-18,2020-12-31,91575,201070,0.083312705,-7,-9
142608,2021-04-22,2021-03-31,91575,201070,0.017135696,0,-2
142609,2021-07-22,2021-06-30,91575,201070,0.022822747,0,-2
142610,2021-10-21,2021-09-30,91575,201070,0.014859958,0,-2
142673,2021-02-22,2020-12-31,91579,202020,-0.0009936874,4,2
142674,2021-04-29,2021-03-31,91579,202020,-0.020235226,2,-1
142675,2021-07-29,2021-06-30,91579,202020,-0.016253093,-6,-9
142676,2021-10-28,2021-09-30,91579,202020,-0.007974571,1,-2
142706,2021-02-17,2020-12-31,91584,101010,0.22320151,0,-2
142707,2021-04-28,2021-03-31,91584,101010,0.14443728,-7,-9
142708,2021-07-28,2021-06-30,91584,101010,-0.027160406,0,-2
142709,2021-10-27,2021-09-30,91584,101010,0.041728623,0,-2
142760,2021-02-23,2020-12-31,91594,201010,-0.05061717,27,-5
142761,2021-05-05,2021-03-31,91594,201010,-0.07855113,-1,-2
142762,2021-08-04,2021-06-30,91594,201010,-0.054263864,0,-1
142763,2021-11-03,2021-09-30,91594,201010,-0.08089656,0,-1
142862,2021-03-02,2020-12-31,91602,201070,-0.06349363,19,17
142863,2021-07-29,2021-06-30,91602,201070,0.018329183,1,-1
142864,2021-11-10,2021-09-30,91602,201070,-0.048291523,1,-1
142944,2021-02-09,2020-12-31,91604,451030,0.11604117,7,5
142945,2021-05-11,2021-03-31,91604,451030,-0.045903716,0,-2
142946,2021-08-10,2021-06-30,91604,451030,-0.07265691,7,5
142947,2021-11-09,2021-09-30,91604,451030,-0.1426424,6,4
143030,2021-03-18,2020-12-31,91607,453010,0.09401288,-7,-9
143031,2021-05-20,2021-03-31,91607,453010,0.0664232,-7,-9
143032,2021-08-12,2021-06-30,91607,453010,-0.06216075,7,4
143033,2021-11-18,2021-09-30,91607,453010,0.034746494,0,-2
143087,2021-02-25,2020-12-31,91611,453010,-0.059664298,7,5
143088,2021-04-29,2021-03-31,91611,453010,-0.12967962,-7,-9
143089,2021-07-29,2021-06-30,91611,453010,0.043013632,-7,-9
143090,2021-11-04,2021-09-30,91611,453010,-0.054851655,9,7
143154,2021-08-11,2021-06-30,91615,352010,-0.0943829,1,-1
143186,2021-02-15,2020-12-31,91617,203050,,4,2
143187,2021-04-27,2021-03-31,91617,203050,-0.05963443,-1,-2
143188,2021-07-27,2021-06-30,91617,203050,0.029358786,5,4
143189,2021-10-26,2021-09-30,91617,203050,-0.017317567,6,5
143213,2021-05-05,2021-03-31,91618,501010,0.021235328,7,4
143214,2021-08-03,2021-06-30,91618,501010,-0.0031802682,5,3
143276,2021-03-11,2020-12-31,91625,202020,0.010862899,7,5
143277,2021-08-05,2021-06-30,91625,202020,-0.11789404,0,-2
143278,2021-11-04,2021-09-30,91625,202020,-0.028836029,0,-2
143541,2021-02-12,2020-12-31,91658,201060,-0.049884386,1,-1
143542,2021-04-29,2021-03-31,91658,201060,-0.08120547,0,-2
143543,2021-07-23,2021-06-30,91658,201060,-0.05364875,0,-2
143544,2021-10-22,2021-09-30,91658,201060,-0.054938428,0,-2
143596,2021-02-03,2020-12-31,91659,203020,0.14907561,7,5
143597,2021-05-04,2021-03-31,91659,203020,-0.046853103,-8,-9
143598,2021-07-28,2021-06-30,91659,203020,-0.00014478521,0,-2
143599,2021-10-27,2021-09-30,91659,203020,-0.03620319,0,-2
143645,2021-02-17,2020-12-31,91665,201030,-0.02657313,0,-2
143646,2021-05-04,2021-03-31,91665,201030,-0.09833422,0,-2
143647,2021-08-03,2021-06-30,91665,201030,-0.053138852,0,-2
143648,2021-11-02,2021-09-30,91665,201030,-0.053315576,-1,-3
143731,2021-02-16,2020-12-31,91668,452030,-0.03587663,0,3
143732,2021-05-04,2021-03-31,91668,452030,-0.095814265,0,-2
143733,2021-08-03,2021-06-30,91668,452030,-0.17429894,0,-2
143734,2021-11-02,2021-09-30,91668,452030,0.062022176,0,2
143775,2021-02-19,2020-12-31,91672,352010,-0.01469722,8,6
143776,2021-05-17,2021-03-31,91672,352010,-0.019572463,25,22
143777,2021-08-12,2021-06-30,91672,352010,0.026788114,14,12
143821,2021-02-25,2020-12-31,91673,253010,0.071889974,7,5
143822,2021-04-28,2021-03-31,91673,253010,0.01246474,-15,-17
143823,2021-07-27,2021-06-30,91673,253010,0.02450163,6,-25
143824,2021-11-09,2021-09-30,91673,253010,-0.020710818,5,3
143942,2021-03-03,2020-12-31,91678,253010,0.012206188,8,6
143943,2021-05-13,2021-03-31,91678,253010,0.037212465,7,5
143944,2021-08-12,2021-06-30,91678,253010,-0.09652067,7,5
143945,2021-11-10,2021-09-30,91678,253010,-0.058957547,6,4
143998,2021-02-04,2020-12-31,91683,255040,-0.10866583,0,-2
143999,2021-05-06,2021-03-31,91683,255040,0.22121686,1,-1
144000,2021-07-29,2021-06-30,91683,255040,-0.16391177,0,-2
